"UN";"Название";"№ АК";"Тип АК";"Размер группы";"Индивидуальный профиль";"Статус";"Замечания"
"3338";"ГАЗ РЕФРИЖЕРАТОРНЫЙ R 407A (Дифторметана, пентафторэтана и 1,1,1,2-тетрафторэтана зеотропная смесь с приблизительно 20% дифторметана и 40% пентафторэтана)";"201";"групповая";"45";"нет";"READY";""
"3339";"ГАЗ РЕФРИЖЕРАТОРНЫЙ R 407B (Дифторметана, пентафторэтана и 1,1,1,2-тетрафторэтана зеотропная смесь с приблизительно 10% дифторметана и 70% пентафторэтана)";"201";"групповая";"45";"нет";"READY";""
"3340";"ГАЗ РЕФРИЖЕРАТОРНЫЙ R 407C (Дифторметана, пентафторэтана и 1,1,1,2-тетрафторэтана зеотропная смесь с приблизительно 23% дифторметана и 25% пентафторэтана)";"201";"групповая";"45";"нет";"READY";""
"3341";"Тиомочевины диоксид";"405";"групповая";"36";"нет";"READY";""
"3342";"ксантогенаты";"405";"групповая";"36";"нет";"READY";""
"3343";"НИТРОГЛИЦЕРИНА СМЕСЬ ДЕСЕНСИБИЛИЗИРОВАННАЯ ЖИДКАЯ ЛЕГКОВОСПЛАМЕНЯЮЩАЯСЯ, Н.У.К., с массовой долей нитроглицерина не более 30%";"311";"групповая";"25";"нет";"READY";""
"3344";"ПЕНТАЭРИТРИТТЕТРАНИТРАТА СМЕСЬ ДЕСЕНСИБИЛИЗИРОВАННАЯ ТВЕРДАЯ, Н.У.К., с массовой долей ПЭТН более 10%, но не более 20%";"404";"групповая";"52";"нет";"READY";""
"3345";"ПЕСТИЦИД - ПРОИЗВОДНЫЙ ФЕНОКСИУКСУСНОЙ КИСЛОТЫ ТВЕРДЫЙ ЯДОВИТЫЙ";"613";"групповая";"16";"нет";"READY";""
"3346";"ПЕСТИЦИД - ПРОИЗВОДНЫЙ ФЕНОКСИУКСУСНОЙ КИСЛОТЫ ЖИДКИЙ ЛЕГКОВОСПЛАМЕНЯЮЩИЙСЯ ЯДОВИТЫЙ с температурой вспышки менее 23 °C";"336";"групповая";"15";"нет";"READY";""
"3347";"ПЕСТИЦИД - ПРОИЗВОДНЫЙ ФЕНОКСИУКСУСНОЙ КИСЛОТЫ ЖИДКИЙ ЯДОВИТЫЙ ЛЕГКОВОСПЛАМЕНЯЮЩИЙСЯ с температурой вспышки не менее 23 °C";"610";"групповая";"15";"нет";"READY";""
"3348";"ПЕСТИЦИД - ПРОИЗВОДНЫЙ ФЕНОКСИУКСУСНОЙ КИСЛОТЫ ЖИДКИЙ ЯДОВИТЫЙ";"604";"групповая";"15";"нет";"READY";""
"3349";"ПЕСТИЦИД НА ОСНОВЕ ПИРЕТРОИДОВ ТВЕРДЫЙ ЯДОВИТЫЙ";"613";"групповая";"16";"нет";"READY";""
"3350";"ПЕСТИЦИД НА ОСНОВЕ ПИРЕТРОИДОВ ЖИДКИЙ ЛЕГКОВОСПЛАМЕНЯЮЩИЙСЯ ЯДОВИТЫЙ с температурой вспышки менее 23 °C";"336";"групповая";"15";"нет";"READY";""
"3351";"ПЕСТИЦИД НА ОСНОВЕ ПИРЕТРОИДОВ ЖИДКИЙ ЯДОВИТЫЙ ЛЕГКОВОСПЛАМЕНЯЮЩИЙСЯ с температурой вспышки не менее 23 °C";"610";"групповая";"15";"нет";"READY";""
"3352";"ПЕСТИЦИД НА ОСНОВЕ ПИРЕТРОИДОВ ЖИДКИЙ ЯДОВИТЫЙ";"604";"групповая";"15";"нет";"READY";""
"3354";"ГАЗ ИНСЕКТИЦИДНЫЙ ВОСПЛАМЕНЯЮЩИЙСЯ, Н.У.К.";"218";"групповая";"6";"нет";"READY";""
"3355";"ГАЗ ИНСЕКТИЦИДНЫЙ ЯДОВИТЫЙ ВОСПЛАМЕНЯЮЩИЙСЯ, Н.У.К.";"219";"групповая";"6";"нет";"READY";""
"3356";"Генератор кислорода химический";"514";"индивидуальная";"1";"нет";"READY";""
"3357";"НИТРОГЛИЦЕРИНА СМЕСЬ ДЕСЕНСИБИЛИЗИРОВАННАЯ ЖИДКАЯ, Н.У.К., с массовой долей нитроглицерина не более 30%";"311";"групповая";"25";"нет";"READY";""
"3358";"УСТАНОВКИ РЕФРИЖЕРАТОРНЫЕ, содержащие воспламеняющийся неядовитый сжиженный газ";"218";"групповая";"6";"нет";"READY";""
"3359";"Единица фумигированная грузовая транспортная";"909";"индивидуальная";"1";"нет";"READY_WITH_SOURCE_GAPS";"В официальной АК отсутствует раздел: mainProperties"
"3361";"ХЛОРСИЛАНЫ ЯДОВИТЫЕ КОРРОЗИОННЫЕ, Н.У.К.";"640";"групповая";"11";"нет";"READY";""
"3362";"ХЛОРСИЛАНЫ ЯДОВИТЫЕ КОРРОЗИОННЫЕ, ЛЕГКОВОСПЛАМЕНЯЮЩИЕСЯ, Н.У.К.";"637";"групповая";"2";"нет";"READY";""
"3364";"ТРИНИТРОФЕНОЛ (КИСЛОТА ПИКРИНОВАЯ), УВЛАЖНЕННЫЙ, с массовой долей воды не менее 10%";"404";"групповая";"52";"нет";"READY";""
"3365";"ТРИНИТРОХЛОРБЕНЗОЛ (ПИКРИЛХЛОРИД), УВЛАЖНЕННЫЙ, с массовой долей воды не менее 10%";"404";"групповая";"52";"нет";"READY";""
"3366";"ТРИНИТРОТОЛУОЛ (ТНТ), УВЛАЖНЕННЫЙ, с массовой долей воды не менее 10%";"404";"групповая";"52";"нет";"READY";""
"3367";"ТРИНИТРОБЕНЗОЛ, УВЛАЖНЕННЫЙ, с массовой долей воды не менее 10%";"404";"групповая";"52";"нет";"READY";""
"3368";"КИСЛОТА ТРИНИТРОБЕНЗОЙНАЯ, УВЛАЖНЕННАЯ, с массовой долей воды не менее 10%";"404";"групповая";"52";"нет";"READY";""
"3369";"НАТРИЯ ДИНИТРО-о-КРЕЗОЛАТ, УВЛАЖНЕННЫЙ, с массовой долей воды не менее 10%";"404";"групповая";"52";"нет";"READY";""
"3370";"МОЧЕВИНЫ НИТРАТ, УВЛАЖНЕННЫЙ, с массовой долей воды не менее 10%";"404";"групповая";"52";"нет";"READY";""
"3371";"2-МЕТИЛБУТАНАЛЬ";"305";"групповая";"36";"нет";"READY";""
"3373";"ПРЕПАРАТ БИОЛОГИЧЕСКИЙ, КАТЕГОРИЯ B";"623";"групповая";"8";"нет";"READY";""
"3374";"АЦЕТИЛЕН 1) НЕРАСТВОРЕННЫЙ";"204";"групповая";"13";"нет";"READY";""
"3375";"АММОНИЯ НИТРАТА ЭМУЛЬСИЯ или АММОНИЯ НИТРАТА СУСПЕНЗИЯ или АММОНИЯ НИТРАТА ГЕЛЬ, промежуточное сырье для бризантных взрывчатых веществ, жидкие";"505";"групповая";"11";"нет";"READY";""
"3375";"АММОНИЯ НИТРАТА ЭМУЛЬСИЯ или АММОНИЯ НИТРАТА СУСПЕНЗИЯ или АММОНИЯ НИТРАТА ГЕЛЬ, промежуточное сырье для бризантных взрывчатых веществ, твердые";"505";"групповая";"11";"нет";"READY";""
"3376";"4-НИТРОФЕНИЛГИДРАЗИН с массовой долей воды не менее 30%";"404";"групповая";"52";"нет";"READY";""
"3377";"НАТРИЯ ПЕРБОРАТА МОНОГИДРАТ";"501";"групповая";"76";"нет";"READY";""
"3378";"НАТРИЯ КАРБОНАТА ПЕРОКСИГИДРАТ";"501";"групповая";"76";"нет";"READY";""
"3379";"ВЗРЫВЧАТОЕ ВЕЩЕСТВО ДЕСЕНСИБИЛИЗИРОВАННОЕ, ЖИДКОЕ, Н.У.К.";"328";"групповая";"19";"нет";"READY";""
"3380";"ВЗРЫВЧАТОЕ ВЕЩЕСТВО ДЕСЕНСИБИЛИЗИРОВАННОЕ, ТВЕРДОЕ, Н.У.К.";"404";"групповая";"52";"нет";"READY";""
"3381";"ЖИДКОСТЬ ЯДОВИТАЯ ПРИ ВДЫХАНИИ, Н.У.К., с ЛК50 не более 200 мл/м3 и концентрацией насыщенных паров не менее 500 ЛК50";"623";"групповая";"8";"нет";"READY";""
"3382";"ЖИДКОСТЬ ЯДОВИТАЯ ПРИ ВДЫХАНИИ, Н.У.К., с ЛК50 не более 1 000 мл/м3 и концентрацией насыщенных паров не менее 10 ЛК50";"623";"групповая";"8";"нет";"READY";""
"3383";"ЖИДКОСТЬ ЯДОВИТАЯ ПРИ ВДЫХАНИИ, ЛЕГКОВОСПЛАМЕНЯЮЩАЯСЯ, Н.У.К., с ЛК50 не более 200 мл/м3 и концентрацией насыщенных паров не менее 500 ЛК50";"636";"групповая";"3";"нет";"READY";""
"3384";"ЖИДКОСТЬ ЯДОВИТАЯ ПРИ ВДЫХАНИИ, ЛЕГКОВОСПЛАМЕНЯЮЩАЯСЯ, Н.У.К., с ЛК50 не более 1000 мл/м3 и концентрацией насыщенных паров не менее 10 ЛК50";"636";"групповая";"3";"нет";"READY";""
"3385";"ЖИДКОСТЬ ЯДОВИТАЯ ПРИ ВДЫХАНИИ, РЕАГИРУЮЩАЯ С ВОДОЙ, Н.У.К., с ЛК50 не более 200 мл/м3 и концентрацией насыщенных паров не менее 500 ЛК50";"651";"групповая";"6";"нет";"READY";""
"3386";"ЖИДКОСТЬ ЯДОВИТАЯ ПРИ ВДЫХАНИИ, РЕАГИРУЮЩАЯ С ВОДОЙ, Н.У.К., с ЛК50 не более 1000 мл/м3 и концентрацией насыщенных паров не менее 10 ЛК50";"651";"групповая";"6";"нет";"READY";""
"3387";"ЖИДКОСТЬ ЯДОВИТАЯ ПРИ ВДЫХАНИИ ОКИСЛЯЮЩАЯ, Н.У.К., с ЛК50 не более 200 мл/м3 и концентрацией насыщенных паров не менее 500 ЛК50";"655";"групповая";"3";"нет";"READY";""
"3388";"ЖИДКОСТЬ ЯДОВИТАЯ ПРИ ВДЫХАНИИ, ОКИСЛЯЮЩАЯ, Н.У.К., с ЛК50 не более 1000 мл/м3 и концентрацией насыщенных паров не менее 10 ЛК50";"655";"групповая";"3";"нет";"READY";""
"3389";"ЖИДКОСТЬ ЯДОВИТАЯ ПРИ ВДЫХАНИИ, ЕДКАЯ, Н.У.К., с ЛК50 не более 200 мл/м3 и концентрацией насыщенных паров не менее 500 ЛК50";"640";"групповая";"11";"нет";"READY";""
"3390";"ЖИДКОСТЬ ЯДОВИТАЯ ПРИ ВДЫХАНИИ, ЕДКАЯ, Н.У.К., с ЛК50 не более 1000 мл/м3 и концентрацией насыщенных паров не менее 10 ЛК50";"640";"групповая";"11";"нет";"READY";""
"3391";"ВЕЩЕСТВО МЕТАЛЛООРГАНИЧЕСКОЕ, ПИРОФОРНОЕ, ТВЕРДОЕ";"415";"групповая";"14";"нет";"READY";""
"3392";"ВЕЩЕСТВО МЕТАЛЛООРГАНИЧЕСКОЕ, ПИРОФОРНОЕ, ЖИДКОЕ";"424";"групповая";"10";"нет";"READY";""
"3393";"ВЕЩЕСТВО МЕТАЛЛООРГАНИЧЕСКОЕ, ПИРОФОРНОЕ, РЕАГИРУЮЩЕЕ С ВОДОЙ, ТВЕРДОЕ";"419";"групповая";"3";"нет";"READY";""
"3394";"ВЕЩЕСТВО МЕТАЛЛООРГАНИЧЕСКОЕ, ПИРОФОРНОЕ, РЕАГИРУЮЩЕЕ С ВОДОЙ, ЖИДКОЕ";"419";"групповая";"3";"нет";"READY";""
"3394";"Триизобутилалюминий";"419";"групповая";"3";"нет";"READY";""
"3395";"ВЕЩЕСТВО МЕТАЛЛООРГАНИЧЕСКОЕ, РЕАГИРУЮЩЕЕ С ВОДОЙ, ТВЕРДОЕ";"421";"групповая";"12";"нет";"READY";""
"3396";"ВЕЩЕСТВО МЕТАЛЛООРГАНИЧЕСКОЕ, РЕАГИРУЮЩЕЕ С ВОДОЙ, ЛЕГКОВОСПЛАМЕНЯЮЩЕЕСЯ, ТВЕРДОЕ";"409";"групповая";"44";"нет";"READY";""
"3397";"ВЕЩЕСТВО МЕТАЛЛООРГАНИЧЕСКОЕ, РЕАГИРУЮЩЕЕ С ВОДОЙ, САМОНАГРЕВАЮЩЕЕСЯ, ТВЕРДОЕ";"419";"групповая";"3";"нет";"READY";""
"3398";"ВЕЩЕСТВО МЕТАЛЛООРГАНИЧЕСКОЕ, РЕАГИРУЮЩЕЕ С ВОДОЙ, ЖИДКОЕ";"409";"групповая";"44";"нет";"READY";""
"3399";"ВЕЩЕСТВО МЕТАЛЛООРГАНИЧЕСКОЕ, РЕАГИРУЮЩЕЕ С ВОДОЙ, ЛЕГКОВОСПЛАМЕНЯЮЩЕЕСЯ, ЖИДКОЕ";"407";"групповая";"5";"нет";"READY";""
"3400";"ВЕЩЕСТВО МЕТАЛЛООРГАНИЧЕСКОЕ, САМОНАГРЕВАЮЩЕЕСЯ, ТВЕРДОЕ";"415";"групповая";"14";"нет";"READY";""
"3401";"АМАЛЬГАМА ЩЕЛОЧНЫХ МЕТАЛЛОВ, ТВЕРДАЯ";"421";"групповая";"12";"нет";"READY";""
"3402";"АМАЛЬГАМА ЩЕЛОЧНОЗЕМЕЛЬНЫХ МЕТАЛЛОВ, ТВЕРДАЯ";"421";"групповая";"12";"нет";"READY";""
"3403";"КАЛИЯ МЕТАЛЛИЧЕСКИЕ СПЛАВЫ, ТВЕРДЫЕ";"409";"групповая";"44";"нет";"READY";""
"3404";"КАЛИЯ-НАТРИЯ СПЛАВЫ, ТВЕРДЫЕ";"409";"групповая";"44";"нет";"READY";""
"3405";"БАРИЯ ХЛОРАТА РАСТВОР";"512";"групповая";"4";"нет";"READY";""
"3406";"БАРИЯ ПЕРХЛОРАТА РАСТВОР";"512";"групповая";"4";"нет";"READY";""
"3407";"ХЛОРАТА И МАГНИЯ ХЛОРИДА СМЕСИ РАСТВОР";"501";"групповая";"76";"нет";"READY";""
"3408";"СВИНЦА ПЕРХЛОРАТА РАСТВОР";"512";"групповая";"4";"нет";"READY";""
"3409";"ХЛОРНИТРОБЕНЗОЛЫ, ЖИДКИЕ";"616";"групповая";"38";"нет";"READY";""
"3410";"4-ХЛОР-о-ТОЛУИДИН-ГИДРОХЛОРИДА РАСТВОР";"616";"групповая";"38";"нет";"READY";""
"3411";"бета-НАФТИЛАМИНА РАСТВОР";"608";"групповая";"78";"нет";"READY";""
"3412";"КИСЛОТА МУРАВЬИНАЯ с массовой долей кислоты не менее 10%, но не более 85%";"803";"групповая";"53";"нет";"READY";""
"3412";"КИСЛОТА МУРАВЬИНАЯ с массовой долей кислоты не менее 5%, но менее 10%";"803";"групповая";"53";"нет";"READY";""
